timestamp_s,accel_x_g,accel_y_g,accel_z_g,speed_kmh,gps_lat,gps_lon,gps_speed_kmh
55.84,0.10723,0.03005,-0.0257,50.35,,,
55.85,0.08474,0.04322,-0.00986,49.78,,,
55.86,0.05419,0.04405,0.05591,49.81,,,
55.870000000000005,0.06321,0.04555,-0.02141,49.18,,,
55.88,0.10656,0.03103,-0.05016,50.36,,,
55.89,0.18038,0.01419,0.04719,50.46,,,
55.9,0.17326,0.01638,0.08498,49.83,,,
55.910000000000004,0.13214,0.0409,0.0144,49.92,,,
55.92,0.12844,0.05063,-0.03422,49.77,,,
55.93,0.10348,0.0335,-0.10865,50.11,,,
55.94,0.04113,0.00799,-0.04064,50.34,,,
55.95,0.05032,0.02616,-0.00781,49.48,,,
55.96,0.07502,0.04384,0.0116,50.12,,,
55.97,0.06632,0.02743,0.0394,49.92,,,
55.980000000000004,0.06195,0.01454,0.0029,50.03,,,
55.99,0.07949,0.02065,-0.02964,50.14,,,
56.0,0.08087,0.04524,0.05907,49.94,59.336782,18.0722389,50.4
56.01,0.06466,0.05222,0.07113,49.97,,,
56.02,0.06394,0.03754,-0.00606,49.94,,,
56.03,0.02883,0.05127,-0.05566,50.29,,,
56.04,0.02484,0.04247,-0.04614,50.13,,,
56.050000000000004,0.08473,0.0358,0.05482,50.07,,,
56.06,0.12104,0.02083,0.10551,49.62,,,
56.07,0.13143,0.01425,0.01768,49.89,,,
56.08,0.1133,0.02581,-0.0373,50.27,,,
56.09,0.07886,0.04717,-0.03369,50.01,,,
56.1,0.03526,0.05811,-0.02491,50.2,,,
56.11,0.06101,0.04539,-0.01589,50.53,,,
56.120000000000005,0.10568,0.01773,-0.03544,50.31,,,
56.13,0.12928,0.01766,0.01855,50.03,,,
56.14,0.1198,0.03346,0.04602,49.85,,,
56.15,0.05107,0.04659,-0.03285,49.23,,,
56.160000000000004,0.08999,0.03381,-0.10093,49.95,,,
56.17,0.1059,0.02871,-0.04448,49.9,,,
56.18,0.10304,0.03369,0.04271,50.12,,,
56.19,0.13679,0.02949,0.10501,49.95,,,
56.2,0.07947,0.02649,0.04823,49.9,,,
56.21,0.04018,0.04011,-0.01184,49.47,,,
56.22,0.07271,0.03738,0.02045,49.72,,,
56.230000000000004,0.05675,0.03411,-0.00694,50.14,,,
56.24,0.01831,0.03251,-0.0645,50.51,,,
56.25,0.04941,0.03176,-0.03421,49.97,,,
56.26,0.14567,0.06038,-0.00951,50.1,,,
56.27,0.1617,0.06758,0.03885,50.29,,,
56.28,0.12939,0.03722,0.03568,49.76,,,
56.29,0.08527,0.01615,-0.01268,50.11,,,
56.300000000000004,0.07855,0.01329,0.00322,49.78,,,
56.31,0.11534,0.03457,0.03284,50.26,,,
56.32,0.08889,0.03811,-0.00507,50.05,,,
56.33,0.07367,0.01393,0.03433,50.09,,,
56.34,0.08144,0.01398,0.00124,49.77,,,
56.35,0.11758,0.02805,-0.05122,50.21,,,
56.36,0.15677,0.04574,-0.05896,50.63,,,
56.370000000000005,0.1274,0.06259,-0.04281,49.7,,,
56.38,0.08274,0.0607,-0.01355,49.9,,,
56.39,0.07068,0.04785,0.03278,50.07,,,
56.4,0.0545,0.03135,0.04556,50.24,,,
56.410000000000004,0.04263,0.00835,0.04118,49.83,,,
56.42,0.11382,0.02983,-0.03904,49.15,,,
56.43,0.11446,0.05191,-0.09988,50.41,,,
56.44,0.04717,0.05029,0.05293,50.23,,,
56.45,0.03639,0.02205,0.10476,49.48,,,
56.46,0.0615,0.00095,0.01435,49.82,,,
56.47,0.03001,0.01556,-0.00371,50.47,,,
56.480000000000004,0.07363,0.05244,-0.01034,50.43,,,
56.49,0.12434,0.066,-0.05462,50.28,,,
56.5,0.09483,0.04475,-0.05747,49.95,,,
56.51,0.08787,0.03151,-0.04056,50.02,,,
56.52,0.08966,0.03618,0.04187,49.96,,,
56.53,0.09564,0.03808,0.03929,50.34,,,
56.54,0.10468,0.04464,-0.01454,49.74,,,
56.550000000000004,0.12085,0.05321,0.02369,49.76,,,
56.56,0.11926,0.0498,0.06555,50.3,,,
56.57,0.11943,0.03429,0.02975,49.99,,,
56.58,0.10507,0.01402,0.05108,50.41,,,
56.59,0.10019,0.01903,0.03763,49.8,,,
56.6,0.05167,0.03683,-0.02211,49.98,,,
56.61,0.05013,0.04648,-0.07415,49.72,,,
56.620000000000005,0.0587,0.04344,-0.09184,50.0,,,
56.63,0.05488,0.02785,-0.08455,49.56,,,
56.64,0.07755,0.01775,-0.03413,49.85,,,
56.65,0.14393,0.0209,-0.01204,49.57,,,
56.660000000000004,0.14735,0.02538,0.02512,50.21,,,
56.67,0.07494,0.02418,0.03506,50.21,,,
56.68,0.03524,0.03377,-0.03594,49.48,,,
56.69,0.01741,0.03864,0.02461,50.4,,,
56.7,0.01937,0.04556,0.17209,50.75,,,
56.71,0.05379,0.03222,0.17775,50.01,,,
56.72,0.10876,0.02947,0.06362,49.81,,,
56.730000000000004,0.13138,0.04765,-0.06672,50.85,,,
56.74,0.12108,0.06708,-0.075,49.6,,,
56.75,0.0862,0.05457,0.01137,50.01,,,
56.76,0.06044,0.03286,-0.06252,50.05,,,
56.77,0.05997,0.01965,-0.12397,50.4,,,
56.78,0.07203,0.01181,-0.02813,50.11,,,
56.79,0.08999,0.04057,0.07133,49.85,,,
56.800000000000004,0.07208,0.05276,0.01242,49.71,,,
56.81,0.07663,0.05651,-0.04307,49.9,,,
56.82,0.10387,0.03896,-0.01733,49.7,,,
56.83,0.08675,0.01651,0.05253,50.01,,,
56.84,0.08828,0.02997,0.00938,49.83,,,
56.85,0.13045,0.04977,-0.03446,49.55,,,
56.86,0.0739,0.03771,0.05568,50.38,,,
56.870000000000005,-0.00993,0.0079,0.04882,49.85,,,
56.88,-0.00971,0.00109,0.03015,49.62,,,
56.89,0.04286,0.0273,0.03181,49.95,,,
56.9,0.09103,0.05851,-0.054,50.02,,,
56.910000000000004,0.11828,0.02785,-0.04678,49.48,,,
56.92,0.1285,0.00181,0.06072,50.1,,,
56.93,0.09995,0.0316,0.03675,49.69,,,
56.94,0.102,0.05662,-0.07177,50.51,,,
56.95,0.10375,0.05647,-0.05558,50.16,,,
56.96,0.09005,0.05945,0.0198,49.88,,,
56.97,0.07053,0.0498,0.01696,49.78,,,
56.980000000000004,0.09485,0.03742,-0.07315,49.97,,,
56.99,0.08901,0.02752,-0.05739,50.18,,,
57.0,0.08678,0.0275,0.05874,49.99,59.3369284,18.0722798,49.5
57.01,0.12967,0.0326,0.06395,49.93,,,
57.02,0.13361,0.03011,0.04786,50.02,,,
57.03,0.15607,0.03597,0.06885,49.82,,,
57.04,0.13318,0.03228,-0.00393,49.9,,,
57.050000000000004,0.0975,0.03023,-0.04169,49.37,,,
57.06,0.03662,0.03966,-0.00215,50.29,,,
57.07,0.01167,0.03527,-0.02131,50.09,,,
57.08,0.05519,0.04773,0.02504,49.77,,,
57.09,0.10021,0.04016,-0.00024,50.57,,,
57.1,0.10423,0.02818,-0.12172,50.03,,,
57.11,0.09109,0.01327,-0.08304,49.69,,,
57.120000000000005,0.09921,0.01213,0.00035,50.26,,,
57.13,0.02535,0.03269,0.0086,50.12,,,
57.14,0.03866,0.03431,-0.00946,50.12,,,
57.15,0.10133,0.04703,0.00381,49.87,,,
57.160000000000004,0.09961,0.06022,0.04177,50.14,,,
57.17,0.09209,0.05175,0.03157,49.92,,,
57.18,0.09507,0.03381,-0.03394,50.17,,,
57.19,0.09322,0.02414,0.02859,49.43,,,
57.2,0.12458,0.0245,0.08022,49.87,,,
57.21,0.08884,0.03718,0.0177,50.52,,,
57.22,0.02664,0.02942,-0.00813,49.77,,,
57.230000000000004,0.01229,0.02556,-0.03833,49.82,,,
57.24,0.08685,0.02668,-0.03317,49.87,,,
57.25,0.15263,0.03153,-0.02419,49.64,,,
57.26,0.12905,0.03465,-0.06706,49.34,,,
57.27,0.10189,0.03165,-0.07339,49.93,,,
57.28,0.0975,0.03748,-0.03007,50.04,,,
57.29,0.056,0.04869,-0.00911,49.98,,,
57.300000000000004,-0.03281,0.04275,0.06395,49.96,,,
57.31,-0.02912,0.02384,0.07106,50.01,,,
57.32,0.07772,0.01348,0.03305,50.31,,,
57.33,0.09281,0.0215,0.01288,49.94,,,
57.34,0.10474,0.04649,0.01442,49.83,,,
57.35,0.12856,0.06746,-0.00097,49.92,,,
57.36,0.11334,0.05898,0.06646,50.17,,,
57.370000000000005,0.11449,0.04364,0.04963,50.42,,,
57.38,0.09545,0.03315,-0.02476,49.81,,,
57.39,0.09162,0.02543,-0.07917,50.03,,,
57.4,0.11657,0.0328,-0.09029,50.1,,,
57.410000000000004,0.10115,0.02952,-0.093,49.7,,,
57.42,0.04317,0.02636,-0.05378,50.01,,,
57.43,0.06338,0.02397,0.02244,49.56,,,
57.44,0.0676,0.03277,0.11048,49.47,,,
57.45,0.05362,0.04683,0.04894,50.11,,,
57.46,0.09914,0.03728,-0.07975,49.88,,,
57.47,0.0932,0.03987,0.02073,50.06,,,
57.480000000000004,0.08949,0.03041,0.07639,49.99,,,
57.49,0.11445,0.05159,0.03009,49.71,,,
57.5,0.09394,0.04448,-0.03045,49.99,,,
57.51,0.07545,0.02156,-0.05598,49.63,,,
57.52,0.11865,0.01783,-0.03908,50.42,,,
57.53,0.11144,0.03019,0.01586,49.59,,,
57.54,0.05943,0.05111,-4e-05,49.94,,,
57.550000000000004,0.05293,0.0425,0.01095,49.69,,,
57.56,0.06202,0.03453,0.02328,50.17,,,
57.57,0.07069,0.0388,-0.01008,49.9,,,
57.58,0.06527,0.02914,-0.00202,49.84,,,
57.59,0.04352,0.03136,0.00397,50.26,,,
57.6,0.05262,0.02668,0.01535,50.01,,,
57.61,0.09578,0.02642,0.03899,50.15,,,
57.620000000000005,0.17684,0.01965,-0.04123,49.71,,,
57.63,0.19515,0.03498,-0.06993,49.58,,,
57.64,0.15305,0.03805,-0.01877,50.03,,,
57.65,0.17319,0.04795,0.03001,49.9,,,
57.660000000000004,0.10242,0.05064,0.03714,50.19,,,
57.67,0.06252,0.06555,0.03979,49.98,,,
57.68,0.05389,0.04843,0.01285,50.06,,,
57.69,0.08024,0.03285,0.05838,49.51,,,
57.7,0.08441,0.01869,0.05228,50.57,,,
57.71,0.0717,0.0254,-0.04792,49.95,,,
57.72,0.05469,0.03372,-0.07922,50.21,,,
57.730000000000004,0.04914,0.03652,-0.13165,49.75,,,
57.74,0.08492,0.02869,-0.05976,50.09,,,
57.75,0.1165,0.02232,0.07164,49.61,,,
57.76,0.11597,0.0205,0.08203,50.14,,,
57.77,0.08914,0.04084,0.00534,49.89,,,
57.78,0.06972,0.04323,-0.03541,50.01,,,
57.79,0.0749,0.03276,0.03487,50.21,,,
57.800000000000004,0.10668,0.01767,0.09625,49.63,,,
57.81,0.10392,0.01064,0.03863,49.79,,,
57.82,0.05749,0.03408,-0.06097,50.14,,,
57.83,0.06876,0.0586,-0.02201,50.63,,,
57.84,0.12834,0.06397,0.01539,49.96,,,
57.85,0.11555,0.04842,-0.00888,50.18,,,
57.86,0.13944,0.03249,-0.03504,49.97,,,
57.870000000000005,0.12301,0.02742,-0.0125,50.58,,,
57.88,0.08933,0.00947,0.02339,49.48,,,
57.89,0.05241,0.00395,0.02246,50.03,,,
57.9,0.0655,0.00887,0.00394,49.51,,,
57.910000000000004,0.08909,0.0367,0.00463,49.25,,,
57.92,0.13207,0.04994,-0.02331,50.09,,,
57.93,0.13278,0.05825,-0.05321,50.04,,,
57.94,0.08576,0.04509,0.02426,49.91,,,
57.95,0.06028,0.03845,0.0381,49.97,,,
57.96,0.10912,0.0376,-0.0272,50.93,,,
57.97,0.11327,0.04185,-0.04626,49.92,,,
57.980000000000004,0.09758,0.05219,-0.01568,50.15,,,
57.99,0.11975,0.04873,0.00785,49.81,,,
58.0,0.09453,0.03614,-0.00959,50.09,59.3369909,18.0726065,51.5
58.01,0.07564,0.02313,-0.02478,49.93,,,
58.02,0.07704,0.03427,0.04846,49.88,,,
58.03,0.03021,0.04828,0.03267,50.55,,,
58.04,0.0435,0.04287,-0.0713,50.35,,,
58.050000000000004,0.04264,0.03779,-0.02354,50.04,,,
58.06,0.03075,0.02837,0.09408,49.31,,,
58.07,0.04358,0.02356,0.02502,49.89,,,
58.08,0.07882,0.02721,-0.07711,50.81,,,
58.09,0.1287,0.02089,-0.06465,49.93,,,
58.1,0.15748,0.01481,0.01542,50.33,,,
58.11,0.12039,0.00925,0.05007,50.43,,,
58.120000000000005,0.12073,0.02648,-0.00883,50.07,,,
58.13,0.12613,0.04901,-0.0265,49.75,,,
58.14,0.0994,0.04793,0.02577,49.27,,,
58.15,0.08874,0.03076,-0.03829,50.21,,,
58.160000000000004,0.03491,0.04707,-0.03304,49.76,,,
58.17,0.04381,0.05636,0.08311,50.05,,,
58.18,0.05301,0.06341,0.03394,49.63,,,
58.19,0.0247,0.04126,-0.01523,49.92,,,
58.2,-0.02823,0.01724,-0.01389,50.01,,,
58.21,-0.00406,0.02218,0.01286,50.08,,,
58.22,0.05956,0.03872,0.02177,49.67,,,
58.230000000000004,0.08954,0.03817,-0.03186,50.36,,,
58.24,0.10782,0.00552,-0.00967,49.82,,,
58.25,0.09634,0.00924,0.06871,49.5,,,
58.26,0.08784,0.04234,-0.00552,49.97,,,
58.27,0.09335,0.05928,-0.04296,50.01,,,
58.28,0.14838,0.04183,-0.0048,50.05,,,
58.29,0.14106,0.02033,-0.05827,50.41,,,
58.300000000000004,0.09438,0.01522,-0.12016,49.93,,,
58.31,0.02855,0.01184,-0.02337,49.96,,,
58.32,0.00262,0.02633,0.06846,49.67,,,
58.33,0.0703,0.03059,0.08457,50.25,,,
58.34,0.06718,0.03165,0.04141,50.06,,,
58.35,0.05789,0.03513,0.0148,49.87,,,
58.36,0.11326,0.04934,0.01107,49.43,,,
58.370000000000005,0.1537,0.06534,-0.05576,50.43,,,
58.38,0.12096,0.06639,-0.04286,49.63,,,
58.39,0.04581,0.04806,0.08922,49.82,,,
58.4,0.07308,0.02672,0.07989,50.11,,,
58.410000000000004,0.07618,0.01271,-0.02529,49.64,,,
58.42,0.07743,0.01407,-0.04359,49.55,,,
58.43,0.08026,0.01525,-0.00791,49.36,,,
58.44,0.04924,0.02554,0.02869,50.22,,,
58.45,0.05359,0.03104,-0.01389,49.84,,,
58.46,0.06288,0.0198,-0.04117,50.88,,,
58.47,0.06262,0.03009,0.00443,49.7,,,
58.480000000000004,0.05274,0.04244,-0.04057,49.72,,,
58.49,0.05129,0.06146,-0.0594,49.83,,,
58.5,0.04691,0.05778,0.03915,50.07,,,
58.51,0.03627,0.05205,0.03526,49.86,,,
58.52,0.04531,0.03418,-0.00093,50.18,,,
58.53,0.11131,0.0326,0.04869,49.71,,,
58.54,0.19344,0.0266,0.04606,49.59,,,
58.550000000000004,0.14505,0.03241,0.03256,49.46,,,
58.56,0.05197,0.02593,-0.0176,49.33,,,
58.57,0.08391,0.0145,-0.05806,49.84,,,
58.58,0.15136,0.01522,-0.04538,49.91,,,
58.59,0.14451,0.03458,0.02299,49.81,,,
58.6,0.0833,0.06211,0.05808,50.37,,,
58.61,0.06316,0.0629,0.02541,50.37,,,
58.620000000000005,0.09819,0.06077,-0.06308,49.9,,,
58.63,0.1122,0.06022,-0.07179,49.46,,,
58.64,0.05399,0.04377,0.03016,49.83,,,
58.65,0.05845,0.01555,0.07249,49.82,,,
58.660000000000004,0.06767,0.00457,0.07726,49.8,,,
58.67,0.06955,0.01633,-0.02093,49.79,,,
58.68,0.02095,0.04339,-0.14741,49.8,,,
58.69,0.03074,0.03349,-0.06404,49.88,,,
58.7,0.09068,0.02158,0.08713,49.81,,,
58.71,0.16923,0.02223,0.08165,50.06,,,
58.72,0.19108,0.03029,0.02238,50.11,,,
58.730000000000004,0.09851,0.03411,-0.0261,49.73,,,
58.74,0.03771,0.02438,-0.02463,50.38,,,
58.75,0.08756,0.02921,0.03939,49.71,,,
58.76,0.12353,0.05976,0.00409,49.51,,,
58.77,0.09377,0.05771,-0.03726,50.11,,,
58.78,0.07604,0.03328,-0.03858,49.75,,,
58.79,0.04705,0.03652,-0.00938,50.1,,,
58.800000000000004,0.0645,0.05283,0.02311,49.28,,,
58.81,0.10251,0.05214,0.04242,50.42,,,
58.82,0.09886,0.04208,-0.02244,50.2,,,
58.83,0.08789,0.02986,-0.05027,49.55,,,
58.84,0.1002,0.0218,-0.05178,49.56,,,
58.85,0.11762,0.01612,-0.01227,50.5,,,
58.86,0.13016,0.02924,0.05012,49.78,,,
58.870000000000005,0.09931,0.0244,0.01094,49.75,,,
58.88,0.08,0.02125,0.03493,49.32,,,
58.89,0.07677,0.02083,0.07399,49.89,,,
58.9,0.06076,0.04334,-0.06448,49.93,,,
58.910000000000004,0.07845,0.04766,-0.11041,50.21,,,
58.92,0.11235,0.0282,-0.01911,49.58,,,
58.93,0.07161,0.02869,0.02554,49.54,,,
58.94,0.03292,0.03406,0.02548,50.14,,,
58.95,0.04971,0.05519,-0.02437,50.3,,,
58.96,0.13792,0.0587,-0.00535,49.53,,,
58.97,0.16423,0.05185,0.10531,50.32,,,
58.980000000000004,0.13762,0.02847,0.17428,50.01,,,
58.99,0.12597,0.02649,0.04991,50.33,,,
59.0,0.11159,0.02702,-0.10877,49.98,59.3370772,18.0728257,49.8
59.01,0.05453,0.04754,-0.16531,49.24,,,
59.02,0.03858,0.05338,-0.03964,49.95,,,
59.03,0.06417,0.03409,0.10022,50.32,,,
59.04,0.12165,0.00808,0.01117,49.73,,,
59.050000000000004,0.12921,0.00421,-0.11138,49.88,,,
59.06,0.11212,0.02067,-0.0674,49.95,,,
59.07,0.17786,0.02719,0.02534,49.13,,,
59.08,0.13025,0.04995,0.07264,50.5,,,
59.09,0.04994,0.03794,-0.00371,49.73,,,
59.1,0.04163,0.02809,0.00115,50.15,,,
59.11,0.0799,0.02922,0.123,49.97,,,
59.120000000000005,0.0691,0.04096,0.02613,50.38,,,
59.13,0.01199,0.04362,-0.066,50.12,,,
59.14,0.06919,0.06422,-0.01651,49.93,,,
59.15,0.13378,0.06988,0.01865,49.73,,,
59.160000000000004,0.16102,0.06222,0.03112,50.24,,,
59.17,0.15614,0.02782,0.03229,49.44,,,
59.18,0.09216,0.01324,-0.04995,50.19,,,
59.19,0.04336,0.01386,-0.0668,49.67,,,
59.2,0.09889,0.01687,-0.04799,50.38,,,
59.21,0.08596,0.02213,-0.03548,50.05,,,
59.22,0.1216,0.00863,-0.01263,50.19,,,
59.230000000000004,0.15168,0.01357,-0.01349,50.02,,,
59.24,0.0935,0.03892,-0.03206,49.47,,,
59.25,0.07723,0.05429,0.03975,49.74,,,
59.26,0.06322,0.06925,0.0916,50.2,,,
59.27,0.08485,0.06908,0.09087,50.05,,,
59.28,0.13147,0.05163,0.04513,50.35,,,
59.29,0.07826,0.03166,-0.07854,50.12,,,
59.300000000000004,0.03349,0.01471,-0.06754,49.71,,,
59.31,0.06449,0.0257,-0.04273,49.76,,,
59.32,0.07363,0.0211,-0.01998,50.03,,,
59.33,0.07301,0.02335,0.08232,49.31,,,
59.34,0.07715,0.02702,0.05415,50.5,,,
59.35,0.05538,0.03057,-0.05126,50.13,,,
59.36,0.08167,0.04636,-0.01924,50.37,,,
59.370000000000005,0.16334,0.03283,0.0221,49.53,,,
59.38,0.16015,0.04125,0.00941,50.37,,,
59.39,0.11047,0.05075,-0.01414,50.67,,,
59.4,0.07006,0.053,0.01146,49.6,,,
59.410000000000004,0.04525,0.03334,0.03253,50.23,,,
59.42,0.05986,0.03156,-0.06312,50.0,,,
59.43,0.1211,0.03835,-0.12169,49.54,,,
59.44,0.13114,0.03814,0.03005,50.15,,,
59.45,0.09073,0.02351,0.117,50.25,,,
59.46,0.07476,0.03295,0.05046,49.82,,,
59.47,0.09979,0.04323,0.01366,50.35,,,
59.480000000000004,0.11756,0.03708,0.03992,49.5,,,
59.49,0.09452,0.0225,-0.01436,49.55,,,
59.5,0.08692,0.02638,-0.03092,50.04,,,
59.51,0.08496,0.03905,-0.01031,50.01,,,
59.52,0.10099,0.03683,0.02697,49.79,,,
59.53,0.0989,0.03537,0.00767,50.24,,,
59.54,0.1526,0.04065,-0.07459,50.16,,,
59.550000000000004,0.12726,0.05169,-0.07824,50.26,,,
59.56,0.05854,0.0355,0.03504,49.96,,,
59.57,0.06155,0.0295,0.08537,50.18,,,
59.58,0.03193,0.02472,0.03901,49.87,,,
59.59,0.09499,0.03417,-0.07181,50.62,,,
59.6,0.17711,0.02973,-0.02722,49.76,,,
59.61,0.13731,0.02696,0.08488,50.63,,,
59.620000000000005,0.09056,0.03375,0.03798,50.01,,,
59.63,0.11801,0.03938,-0.03868,49.59,,,
59.64,0.16664,0.04431,0.01825,50.41,,,
59.65,0.10051,0.04041,0.01155,50.04,,,
59.660000000000004,0.07265,0.01135,0.00818,50.26,,,
59.67,0.0895,0.0225,-0.0029,50.37,,,
59.68,0.04158,0.04657,-0.04131,50.1,,,
59.69,0.05039,0.04867,-0.01679,49.82,,,
59.7,0.07084,0.05323,-0.00811,50.29,,,
59.71,0.09409,0.05806,-0.00381,50.0,,,
59.72,0.13798,0.06037,-0.00881,50.21,,,
59.730000000000004,0.12642,0.04523,-0.0555,49.35,,,
59.74,0.08825,0.01555,-0.0197,50.13,,,
59.75,0.08946,0.01134,0.06177,49.81,,,
59.76,0.0882,0.02798,0.03757,50.5,,,
59.77,0.05812,0.03766,0.02283,50.19,,,
59.78,0.06418,0.02002,0.08681,50.07,,,
59.79,0.07699,0.02015,0.0578,50.15,,,
59.800000000000004,0.09558,0.02156,-0.08028,49.7,,,
59.81,0.09882,0.01683,-0.14097,50.49,,,
59.82,0.02543,0.0274,-0.05077,50.6,,,
59.83,0.01032,0.03031,0.08552,50.12,,,
59.84,0.0821,0.03641,0.07661,50.48,,,
59.85,0.1083,0.02805,0.0128,49.83,,,
59.86,0.08554,0.03158,-0.00904,49.76,,,
59.870000000000005,0.04674,0.03654,-0.07006,50.01,,,
59.88,-0.01765,0.05911,-0.0564,50.13,,,
59.89,0.06517,0.06023,-0.01457,49.88,,,
59.9,0.10094,0.05572,0.00796,50.16,,,
59.910000000000004,0.07609,0.05502,0.04887,50.09,,,
59.92,0.10278,0.03746,0.10859,49.7,,,
59.93,0.05534,0.01935,0.05616,50.16,,,
59.94,0.04102,0.01445,0.00458,50.26,,,
59.95,0.07503,0.03169,-0.05501,50.05,,,
59.96,0.07734,0.04542,-0.03568,50.35,,,
59.97,0.07626,0.03234,0.03621,49.63,,,
59.980000000000004,0.08994,0.02027,-0.02533,50.14,,,
59.99,0.09195,0.01104,-0.08306,49.65,,,
60.0,0.08784,0.00946,-0.02142,49.67,59.3371768,18.0729662,50.1
60.01,0.09933,0.02623,0.03081,49.81,,,
60.02,0.14964,0.03545,0.02878,49.72,,,
60.03,0.13059,0.05815,0.01155,49.84,,,
60.04,0.12206,0.06651,-0.02532,49.94,,,
60.050000000000004,0.06335,0.06048,-0.02465,50.25,,,
60.06,0.0194,0.03913,-0.00886,49.9,,,
60.07,0.05556,0.03455,-0.01201,49.52,,,
60.08,0.1239,0.05174,-0.03501,50.34,,,
60.09,0.16659,0.052,-0.05048,49.75,,,
60.1,0.1541,0.03407,-0.0056,49.98,,,
60.11,0.14226,0.0164,0.08688,50.13,,,
60.120000000000005,0.11987,0.01397,0.04294,50.06,,,
60.13,0.06785,0.00841,-0.00919,50.33,,,
60.14,0.05018,0.01737,0.06205,50.14,,,
60.15,0.03928,0.0149,0.04457,49.74,,,
60.160000000000004,0.02619,0.03739,-0.01923,50.65,,,
60.17,0.01422,0.03982,-0.06341,50.06,,,
60.18,0.04404,0.05139,-0.11989,49.96,,,
60.19,0.09612,0.04076,-0.0536,50.29,,,
60.2,0.14215,0.05239,0.06718,50.07,,,
60.21,0.1418,0.04119,0.03113,50.12,,,
60.22,0.12733,0.0378,0.02556,50.75,,,
60.230000000000004,0.13695,0.03708,0.02515,49.92,,,
60.24,0.10448,0.04701,0.02896,49.9,,,
60.25,0.07241,0.05257,-0.00819,50.03,,,
60.26,0.08448,0.03974,-0.04246,50.32,,,
60.27,0.06093,0.01118,0.00727,49.55,,,
60.28,0.0474,0.00809,0.05737,49.41,,,
60.29,0.04562,0.01311,-0.02175,49.82,,,
60.300000000000004,0.07227,0.028,-0.00363,49.51,,,
60.31,0.08582,0.06298,0.01248,49.87,,,
60.32,0.03042,0.05567,0.00378,50.15,,,
60.33,0.06223,0.03266,0.04719,49.73,,,
60.34,0.11429,0.0187,0.04477,49.57,,,
60.35,0.08535,0.01819,-0.01817,50.02,,,
60.36,0.09365,0.03277,-0.01851,50.26,,,
60.370000000000005,0.10819,0.04447,0.02588,49.49,,,
60.38,0.14874,0.04574,-0.04038,50.25,,,
60.39,0.18632,0.04666,-0.04769,50.25,,,
60.4,0.10758,0.04272,-0.02302,50.29,,,
60.410000000000004,0.07136,0.03645,0.04088,50.37,,,
60.42,0.09771,0.03083,0.03278,50.66,,,
60.43,0.15123,0.02764,-0.08404,49.89,,,
60.44,0.14336,0.03169,-0.02408,50.03,,,
60.45,0.10848,0.049,0.06009,49.88,,,
60.46,0.09554,0.05028,0.0455,50.0,,,
60.47,0.1178,0.02904,0.028,50.46,,,
60.480000000000004,0.12421,0.02189,0.01264,49.6,,,
60.49,0.1014,0.02164,0.01972,49.74,,,
60.5,0.14867,0.03699,-0.0227,50.41,,,
60.51,0.18696,0.04885,-0.08965,50.31,,,
60.52,0.16027,0.03486,-0.03466,49.89,,,
60.53,0.09887,0.02458,0.06668,50.26,,,
60.54,0.07251,0.02677,0.00844,50.1,,,
60.550000000000004,0.05809,0.03345,-0.03109,50.45,,,
60.56,0.01732,0.02611,-0.04703,50.02,,,
60.57,0.03429,0.02288,-0.02021,50.31,,,
60.58,0.07002,0.03302,0.04549,50.79,,,
60.59,0.07763,0.05149,0.0082,50.18,,,
60.6,0.04346,0.05479,-0.0722,50.01,,,
60.61,0.04183,0.04408,0.02741,50.22,,,
60.620000000000005,0.0228,0.03509,0.11149,49.89,,,
60.63,0.03917,0.03392,0.07318,50.72,,,
60.64,0.09382,0.03566,0.00983,50.05,,,
60.65,0.11119,0.03521,-0.04239,49.92,,,
60.660000000000004,0.11105,0.03325,-0.03266,49.75,,,
60.67,0.12543,0.04762,0.00988,50.33,,,
60.68,0.10013,0.0588,-0.05525,50.26,,,
60.69,0.06362,0.04353,-0.03979,49.85,,,
60.7,0.08208,0.01557,0.01834,50.17,,,
60.71,0.08658,0.01392,0.02194,49.55,,,
60.72,0.06168,0.02559,0.00493,50.06,,,
60.730000000000004,0.03407,0.04333,-0.02598,50.14,,,
60.74,0.00482,0.04891,-0.01983,50.51,,,
60.75,0.0409,0.03782,0.02145,49.77,,,
60.76,0.06816,0.03241,0.00623,49.62,,,
60.77,0.06568,0.03667,-0.00813,49.73,,,
60.78,0.05051,0.0295,0.00534,49.6,,,
60.79,0.05752,0.03441,-0.00435,50.4,,,
60.800000000000004,0.00529,0.02963,0.05587,50.46,,,
60.81,0.02847,0.03488,0.0591,50.1,,,
60.82,0.06031,0.03917,-0.04846,50.37,,,
60.83,0.12061,0.03308,-0.03665,50.04,,,
60.84,0.13627,0.01787,-0.02537,49.97,,,
60.85,0.10248,0.01471,-0.01026,49.9,,,
60.86,0.10531,0.01524,0.02659,49.91,,,
60.870000000000005,0.09133,0.01832,0.00761,49.54,,,
60.88,0.11872,0.03096,0.02679,50.08,,,
60.89,0.15393,0.05506,0.01562,49.99,,,
60.9,0.09385,0.06529,-0.02776,50.22,,,
60.910000000000004,0.05481,0.0544,0.01072,50.03,,,
60.92,0.03169,0.04855,0.02666,49.95,,,
60.93,0.06692,0.03654,-0.06466,49.74,,,
60.94,0.10327,0.0356,-0.04843,50.02,,,
